country,unit,date_implemented,date_lifted,measure,level,measure_cat,measure_sub_cat,source,entered_by,reviewed_by
CH,CH-GE,2020-03-23,,Interest rates for cantonal and communal taxes suspended,cantonal,economic,,https://www.ge.ch/actualite/covid-19-aucun-interet-ne-sera-reclame-icc-ifd-2020-23-03-2020,JB,FK
CH,CH-GE,2020-03-23,,Advance fiscal payments can be reduced,cantonal,economic,,https://www.ge.ch/actualite/covid-19-adaptez-vos-acomptes-provisionnels-2020-votre-situation-23-03-2020,JB,FK
CH,CH-GE,2020-03-23,,"Office de l'action, de l'insertion et de l'intégration sociales closed for the public, with exception of service de protection de l'adulte",cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-permanences-services-prestations-sociales-23-03-2020,JB,FK
CH,CH-GE,2020-03-23,,Collection of signatures for referenda etc prohibited,cantonal,other,,https://www.ge.ch/document/covid-19-nouvelles-mesures-touchant-fiscalite-entreprises-droits-politiques-logement-agriculture,JB,FK
CH,CH-GE,2020-03-23,,Financial aids for agricultural sector granted,cantonal,economic,,https://www.ge.ch/document/covid-19-nouvelles-mesures-touchant-fiscalite-entreprises-droits-politiques-logement-agriculture,JB,FK
CH,CH-GE,2020-03-24,,Financial aids for sports associations,cantonal,economic,,https://www.ge.ch/actualite/covid-19-collectivites-publiques-genevoises-associent-soutenir-domaine-du-sport-24-03-2020,JB,FK
CH,CH-GE,2020-03-25,,"Following federal decision, re-opening of construction sites can be demanded if safety requirements are met",cantonal,private_institutions,closure of private institutions and businesses with close contact,https://www.ge.ch/document/communique-presse-du-conseil-etat-du-25-mars-2020,JB,FK
CH,CH-GE,2020-03-25,,Evictions of tenants and sub-tenants suspended,cantonal,other,,https://www.ge.ch/document/communique-presse-du-conseil-etat-du-25-mars-2020,JB,FK
CH,CH-GE,2020-03-26,,Support programme to help restaurants and businesses put delivery services in place,cantonal,economic,,https://www.ge.ch/document/covid-19-etat-encourage-restaurateurs-commercants-generaliser-livraison-domicile,JB,FK
CH,CH-GE,2020-03-26,,"Launch of online solidarity platform ""COVIDHéros"" to support self-employed ersons/small businesses",cantonal,economic,,https://www.ge.ch/document/covid-19-covidheros-plateforme-solidaire-aider-petits-independants,JB,FK
CH,CH-GE,2020-03-27,,Psychological support offered via hotline,cantonal,other,,https://www.ge.ch/document/covid-19-ligne-verte-0800-909-400-ouvre-aux-personnes-qui-recherchent-soutien-ecoute,JB,FK
CH,CH-GE,2020-03-27,,Fondation pour les terrains industriels suspends rental payment obligations for companies in financial difficulties (payments can be postponed until 6 months after end of crisis),cantonal,economic,,https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture,JB,FK
CH,CH-GE,2020-03-27,,Fondations immobilières de droit public suspends rental payment obligations for busnesses and from April on waives them completely for businesses which are closed,cantonal,economic,,https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture,JB,FK
CH,CH-GE,2020-03-27,,Real-estate owners are asked not to take legal measures in case of delayed rental payments and allow tenants to postpone payments.,cantonal,economic,,https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture,JB,FK
CH,CH-GE,2020-03-27,,Members of risk groups are discouraged from making payments in person at the bank counter and shall use other forms of payment instead.,cantonal,recommendations,,https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture,JB,FK
CH,CH-GE,2020-03-27,,"Banks are asked to provide ""remote payment kits"" (kits de paiement par correspondance) to persons 65+ who do not use online banking",cantonal,other,,https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture,JB,FK
CH,CH-GE,2020-03-27,,Health insurers are asked not to terminate contracts for supplementary insurances due to delayed payments.,cantonal,economic,,https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture,JB,FK
CH,CH-GE,2020-03-27,,"To support the agricultural sector in the canton, wholesale traders and shops are encouraged to increase the share of local products in their offer.",cantonal,economic,,https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture,JB,FK
CH,CH-GE,2020-03-28,,Parking ban around the rade genevoise to limit gatherings around the lake,cantonal,other,,https://www.ge.ch/document/covid-19-pourtour-rade-genevoise-interdit-au-parcage-vehicules,JB,FK
CH,CH-GE,2020-03-29,,University Hospital receives two COVID19 patients from the hospital of Mulhouse,cantonal,case_management,,https://www.ge.ch/actualite/covid-19-hug-accueillent-deux-patients-hopital-mulhouse-29-03-2020,JB,FK
CH,CH-GE,2020-03-30,,Financial aid for self-employed living in state-subsidized accommodations,cantonal,economic,,https://www.ge.ch/document/communique-presse-du-conseil-etat-du-30-mars-2020,JB,FK
CH,CH-GE,2020-03-31,,Service de la consommation et des affaires vétérinaires closed,cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-informations-concernant-affaires-veterinaires-31-03-2020,JB,FK
CH,CH-GE,2020-03-31,,Veterinary parctices only perform essential treatments,cantonal,other,,https://www.ge.ch/actualite/covid-19-informations-concernant-affaires-veterinaires-31-03-2020,JB,FK
CH,CH-GE,2020-03-31,,Hotline CoviCall to consult symptomatic persons on further steps,cantonal,case_management,,https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2,JB,FK
CH,CH-GE,2020-03-31,,Mobile teams to test symptomatic persons at home,cantonal,case_management,testing,https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2,JB,FK
CH,CH-GE,2020-03-31,,"CoviCheck service to contact, accompany and instruct persons with positive test result by phone, including instructions on self-quarantine of entourage",cantonal,case_management,,https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2,JB,FK
CH,CH-GE,2020-03-31,,Network CoviCare to coordinate outpatient care for symptomatic persons,cantonal,case_management,,https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2,JB,FK
CH,CH-GE,2020-04-02,,Fondation d'aide aux entreprises (FAE) offers simplified procedure to provide interest-free loans to self-employed persons (with small businesses),cantonal,economic,,https://www.ge.ch/document/covid-19-aides-aux-entreprises-soutien-culture-rappel-regles-respecter-campagne-continuite-services-sig,JB,FK
CH,CH-GE,2020-04-02,,"Service des prestations complémentaires du 
Département de la cohésion sociale (DCS) closed for the public, deadlines are postponed",cantonal,public_institutions,closure of public offices and counters,https://www.ge.ch/actualite/covid-19-mesures-pandemie-spc-2-04-2020,JB,FK
CH,CH-GE,2020-04-03,,"Cantonal police, municipal police, firefighters, gardes de l'environnement and Samaritians will patrol in the canton during the weekend to enforce restrictions",cantonal,other,,https://www.ge.ch/document/front-uni-lutter-contre-covid-19,JB,FK
CH,CH-BE,2020-01-29,,"recommendation to follow hygiene rules (washing of hands, sneezing into elbow, avoid crowded places)",cantonal,recommendations,,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/01/20200129_1543_massnahmen_des_kantons,FK,
CH,CH-BE,2020-02-28,,"Event with 1000 or more persons are prohibited, including carneval",cantonal,mass_gatherings,ban of events / mass gatherings of > 1000 persons,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/02/20200228_1204_alle_grossveranstaltungenwerdenabgesagt,FK,
CH,CH-BE,2020-03-05,,Events with 150 to 1000 participants must undergo a risk assessment by telefone,cantonal,mass_gatherings,event permit required,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200305_1032_kriterien_fuer_veranstaltungenkonkretisiert,FK,
CH,CH-BE,2020-03-09,,The referral of patients to an emergency room or hospital by physicians is only allowed if medically indicated,cantonal,other,,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200309_1545_corona-9-3,FK,
CH,CH-BE,2020-03-09,,"Suspected cases with symptoms are asked to self-isolate until 24 hours after stop of symptoms. Confirmed cases are asked to self-isolate until 48 hours after stop of symptoms, but at least 10 days",cantonal,case_management,isolation and self-isolation,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200309_1545_corona-9-3,FK,
CH,CH-BE,2020-02-28,,Contact tracing implemented for first COVID case,cantonal,case_management,contact tracing,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/02/20200229_0936_corona,FK,
CH,CH-BE,2020-03-09,,Restriction of visiting hours to nursing homes,cantonal,public_institutions,restriction of access to short- and long-term care facilites,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200309_1545_corona-9-3,FK,
CH,CH-BE,2020-03-13,,Ban of events with 100 or more persons,cantonal,mass_gatherings,ban of events / mass gatherings of > 100 persons,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200313_1555_corona-13-3,FK,
CH,CH-BE,2020-03-19,,suspension of elective surgeries in hospitals,cantonal,other,,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200319_1451_ueber_eine_notverordnungdenkantonstuetzen,FK,
CH,CH-BE,2020-03-13,,"Restriction of max. 50 persons in Restaurants, Bars and Clubs",cantonal,private_institutions,restriction of access to private institutions,https://www.gef.be.ch/gef/de/index/direktion/ueber-die-direktion/medien.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200313_1555_corona-13-3,FK,
CH,CH-BE,2020-03-01,,Recommendation for children to stay at home if they have been staying in a region that has been affected by Covid-19 and/or that have symptoms to stay away from school.,cantonal,recommendations,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200301_1137_zwei_klassen_in_quarantaenebreiteinformation,FK,
CH,CH-BE,2020-03-09,,Call for flexible working hours to reduce density during commuting hours,cantonal,other,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200311_0943_entlastung_der_stosszeitenimoev,FK,
CH,CH-BE,2020-03-13,,Visits in retirement homes are generally forbidden.,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200313_1555_corona-13-3,FK,
CH,CH-BE,2020-03-14,,Skiing region are closed.,cantonal,public_institutions,ban of access to public open areas and parks,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200314_1304_berner_skigebieteschliessenheuteabend,FK,
CH,CH-BE,2020-03-16,,Orientation days for new recruits cancelled.,cantonal,other,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200313_1555_corona-13-3,FK,
CH,CH-BE,2020-03-16,,Cantonal adminstiration counters partially closed.,cantonal,public_institutions,closure of public offices and counters,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200316_1828_corona_16032020,FK,
CH,CH-BE,2020-03-18,,Visits in institutions for disabled persons and addicts are forbidden.,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200318_1645_kanton_bern_setztmassnahmendesbundesum,FK,
CH,CH-BE,2020-03-18,,Visits in prisons (with execeptions) forbidden.,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200318_1645_kanton_bern_setztmassnahmendesbundesum,FK,
CH,CH-BE,2020-03-18,,Court cases on hold. with the exception of urgent cases.,cantonal,other,,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index/medien.assetref/dam/documents/Justice/OG/de/Medien/Medienmitteilung%20Gerichtsbeh%C3%B6rden%20und%20Staatsanwaltschaft%20DE.pdf,FK,
CH,CH-BE,2020-03-20,2020-04-19,Suspension of evictions,cantonal,other,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200320_1344_informationen_zurumsetzungdermassnahmendesbundesrats,FK,
CH,CH-BE,2020-03-20,,Official car and boat inspections halted.,cantonal,other,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200320_1344_informationen_zurumsetzungdermassnahmendesbundesrats,FK,
CH,CH-BE,2020-03-21,,Loans with no interest to cantonal hospital and spitex organizations.,cantonal,economic,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200320_1621_notverordnung_ermoeglichtraschehilfefuerwirtschaftundgesellschaf,FK,
CH,CH-BE,2020-03-21,,Open bills for renting cantonal property can be postponed until June 30 on request.,cantonal,economic,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200320_1621_notverordnung_ermoeglichtraschehilfefuerwirtschaftundgesellschaf,FK,
CH,CH-BE,2020-03-21,,Rates for the cantonal taxes can be reduced freely to correspond to the expected taxes.,cantonal,economic,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200320_1621_notverordnung_ermoeglichtraschehilfefuerwirtschaftundgesellschaf,FK,
CH,CH-BE,2020-03-21,,25 million francs for cultural and sports events.,cantonal,economic,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2020/03/20200320_1621_notverordnung_ermoeglichtraschehilfefuerwirtschaftundgesellschaf,FK,
CH,CH-BE,2020-04-02,,establishment of a drive-in corona test center at Bern Expo. Prior registration mandatory,cantonal,case_management,testing,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.html/portal/de/meldungen/mm/2020/04/20200402_1043_drive-in_corona-testzentrumgehtinbetrieb,FK,
CH,CH-BE,2020-04-01,,Extension of opening hours for food establishments with take-out,cantonal,other,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.html/portal/de/meldungen/mm/2020/04/20200401_1405_weitere_sofortmassnahmensowiefristenstillstandauchbeikantonalenv,FK,
CH,CH-BE,2020-03-26,,Establishment of online survey for collection of self-reported symptoms and test results by the general population,cantonal,case_management,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200326_1115_gruppe_von_jungenforschernstartetlandesweitgeografischedatensamm,FK,
CH,CH-BE,2020-03-25,2020-07-01,suspension of execution of expulsion order for asylum seekers,cantonal,other,,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.html/portal/de/meldungen/mm/2020/03/20200325_0959_massnahmen_zur_ausserordentlichenlageimasylbereich,FK,
CH,CH-BE,2020-02-28,,First case tested and detected,cantonal,case_management,testing,https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen/suche.meldungNeu.html/portal/de/meldungen/mm/2020/02/20200229_0936_corona,FK,
CH,CH-GL,2020-03-13,,Skilifts and cabins closed,national,mobility,reduction of public transport,https://www.gl.ch/public-newsroom/details.html/31/news/13419,MBND,FK
CH,CH-GL,2020-03-14,,visits to hospitals prohibited,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.gl.ch/public-newsroom/details.html/31/news/12786,MBND,FK
CH,CH-GL,2020-03-14,,visits to care homes prohibited,cantonal,public_institutions,ban of access to short- and long-term care facilites,https://www.gl.ch/public-newsroom/details.html/31/news/12786,MBND,FK
CH,CH-GL,2020-03-15,,Offiziere des Kantonalen Territorial Verbindungsstabes deployed,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13594,MBND,FK
CH,CH-GL,2020-03-16,,restaurants closed,national,private_institutions,closure of private institutions and businesses with close contact,https://www.gl.ch/public-newsroom/details.html/31/news/12899,MBND,FK
CH,CH-GL,2020-03-16,,bars closed,national,private_institutions,closure of private institutions and businesses with close contact,https://www.gl.ch/public-newsroom/details.html/31/news/12899,MBND,FK
CH,CH-GL,2020-03-16,,entertainment facilities closed,national,private_institutions,closure of private institutions and businesses with close contact,https://www.gl.ch/public-newsroom/details.html/31/news/12899,MBND,FK
CH,CH-GL,2020-03-16,,leisure establishments closed,national,private_institutions,closure of private institutions and businesses with close contact,https://www.gl.ch/public-newsroom/details.html/31/news/12899,MBND,FK
CH,CH-GL,2020-03-16,,only shops selling food and pharmaceutical may remain open,national,private_institutions,restriction of access to private institutions,https://www.gl.ch/public-newsroom/details.html/31/news/12899,MBND,FK
CH,CH-GL,2020-03-16,,Assistenzdienst limit increased from 800 to 8000,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/12899,MBND,FK
CH,CH-GL,2020-03-17,,"only Swiss citizens and permit holders allowed to enter via Germany, Austria, France, and Italy",national,mobility,restriction of cross-border mobility,https://www.gl.ch/public-newsroom/details.html/31/news/12899,MBND,FK
CH,CH-GL,2020-03-17,,reduction of hours,cantonal,public_institutions,closure of public offices and counters,https://www.gl.ch/public-newsroom/details.html/31/news/12916,MBND,FK
CH,CH-GL,2020-03-17,,appointments at adminstration offices banned (counters not manned),cantonal,public_institutions,closure of public offices and counters,https://www.gl.ch/public-newsroom/details.html/31/news/12916,MBND,FK
CH,CH-GL,2020-03-17,,job centres closed,cantonal,public_institutions,closure of public offices and counters,https://www.gl.ch/public-newsroom/details.html/31/news/12918,MBND,FK
CH,CH-GL,2020-03-17,,registration offices closed,cantonal,public_institutions,closure of public offices and counters,https://www.gl.ch/public-newsroom/details.html/31/news/12918,MBND,FK
CH,CH-GL,2020-03-17,,Landratssitzung cancelled,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/12936,MBND,FK
CH,CH-GL,2020-03-17,,non-urgent hospital treatments postponed,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/12965,MBND,FK
CH,CH-GL,2020-03-17,,operating theatres closed to increase ICU capacity,cantonal,case_management,,https://www.gl.ch/public-newsroom/details.html/31/news/12965,MBND,FK
CH,CH-GL,2020-03-17,,increase in paid leave entitlements,cantonal,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/12916,MBND,FK
CH,CH-GL,2020-03-17,,paid leave for vulnerable employees working from home,cantonal,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/12916,MBND,FK
CH,CH-GL,2020-03-17,,grace period for time-limited contracts reduced,national,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/12918,MBND,FK
CH,CH-GL,2020-03-17,,guaranteed bank loans for small and medium sized enterprise,national,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/12918,MBND,FK
CH,CH-GL,2020-03-17,,economic task force established,cantonal,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/12918,MBND,FK
CH,CH-GL,2020-03-17,,Kantonale Führungsorganisation established,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/12743,MBND,FK
CH,CH-GL,2020-03-17,,Landsgemeined postponed,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/12852,MBND,FK
CH,CH-GL,2020-03-17,,Näfelser Fahrt cancelled,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/12852,MBND,FK
CH,CH-GL,2020-03-17,,Näfelser Fahrt bank holiday to be upheld (day off work),cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/12852,MBND,FK
CH,CH-GL,2020-03-18,,Federal referendum in May cancelled,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13014,MBND,FK
CH,CH-GL,2020-03-18,,debt collection postponed,national,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/13097,MBND,FK
CH,CH-GL,2020-03-19,,schools closed / distance learning,cantonal,public_institutions,closure of schools,https://www.gl.ch/public-newsroom/details.html/31/news/13057,MBND,FK
CH,CH-GL,2020-03-19,,kindergardens closed,cantonal,public_institutions,closure of schools,https://www.gl.ch/public-newsroom/details.html/31/news/13057,MBND,FK
CH,CH-GL,2020-03-19,,alternative child care options should be sought,cantonal,recommendations,,https://www.gl.ch/public/upload/assets/27134/Elternbrief%20Schulen%20Pandemie.pdf,MBND,FK
CH,CH-GL,2020-03-19,,childcare by grandparents should be avoided,cantonal,recommendations,,https://www.gl.ch/public/upload/assets/27134/Elternbrief%20Schulen%20Pandemie.pdf,MBND,FK
CH,CH-GL,2020-03-19,,children are to be cared for in groups of no more than five,cantonal,recommendations,,https://www.gl.ch/public/upload/assets/27134/Elternbrief%20Schulen%20Pandemie.pdf,MBND,FK
CH,CH-GL,2020-03-20,,ban on gatherings of more than five,national,mass_gatherings,ban of events / mass gatherings of > 5 persons,https://www.gl.ch/public-newsroom/details.html/31/news/13125,MBND,FK
CH,CH-GL,2020-03-20,,businesses not complying with hygiene and distance recommendations will be closed,national,private_institutions,closure of private institutions and businesses with close contact,https://www.gl.ch/public-newsroom/details.html/31/news/13125,MBND,FK
CH,CH-GL,2020-03-20,,economic safety package,national,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/13129,MBND,FK
CH,CH-GL,2020-03-20,,fines for non-compliance with social distancing measures,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13125,MBND,FK
CH,CH-GL,2020-03-20,,construction sites not complying with hygiene and distance recommendations will be closed,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13125,MBND,FK
CH,CH-GL,2020-03-20,,Zivilschutzkontingent announced,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13125,MBND,FK
CH,CH-GL,2020-03-20,,non-urgent hospital treatments cancelled,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13125,MBND,FK
CH,CH-GL,2020-03-20,,postal service to increase frequency of deliveries,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13125,MBND,FK
CH,CH-GL,2020-03-21,,state of emergency extended to include Easter,national,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13301,MBND,FK
CH,CH-GL,2020-03-22,,telephone information systems established / hotlines,cantonal,recommendations,,https://www.gl.ch/public-newsroom/details.html/31/news/13127,MBND,FK
CH,CH-GL,2020-03-23,,GPs have reduced business hours,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13234,MBND,FK
CH,CH-GL,2020-03-23,,COVID-specific testing centre established,cantonal,case_management,testing,https://www.gl.ch/public-newsroom/details.html/31/news/13234,MBND,FK
CH,CH-GL,2020-03-23,,Zivilschützer deployed to assist security at entry to hospital facilities,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13196,MBND,FK
CH,CH-GL,2020-03-25,,domestic violence crisis centres hosting telephone and online consultations,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13327,MBND,FK
CH,CH-GL,2020-03-25,,Sorgentelefon established,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13327,MBND,FK
CH,CH-GL,2020-03-27,,Braunwaldbahn only transporting local residents,cantonal,mobility,reduction of public transport,https://www.gl.ch/public-newsroom/details.html/31/news/13419,MBND,FK
CH,CH-GL,2020-03-30,2020-04-26,reduction in public transport,national,mobility,reduction of public transport,https://www.gl.ch/public-newsroom/details.html/31/news/13347,MBND,FK
CH,CH-GL,2020-03-30,,economic support for culture announced / cultural fund established,cantonal,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/13445,MBND,FK
CH,CH-GL,2020-03-31,,a platform for sharing employees between companies established / company Tinder,cantonal,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/13522,MBND,FK
CH,CH-GL,2020-03-31,,voluntary health care worker corps established,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13534,MBND,FK
CH,CH-GL,2020-03-31,,"ordinance issued, various measures",cantonal,other,,http://gesetze.gl.ch/app/de/texts_of_law/VIII%20A%2F61%2F3,,FK
CH,CH-GL,2020-03-31,,"ordinance issued, various measures",cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13461,,FK
CH,CH-GL,2020-03-31,,financial assistance provided through establishment of grant scheme,cantonal,economic,,https://www.gl.ch/public-newsroom/details.html/31/news/13436,MBND,FK
CH,CH-GL,2020-03-31,,appeal to population help each other financially,cantonal,recommendations,,https://www.gl.ch/public-newsroom/details.html/31/news/13436,MBND,FK
CH,CH-GL,2020-04-01,,army soldiers deployed,cantonal,other,,https://www.gl.ch/public-newsroom/details.html/31/news/13594,MBND,FK
CH,CH-GL,2020-03-10,,first case tested and detected,cantonal,case_management,,https://www.suedostschweiz.ch/ereignisse/2020-03-10/erster-bestaetigter-coronavirus-fall-in-glarus,FK,FK
CH,CH-GL,2020-03-07,,infromation leaflets,cantonal,recommendations,,https://www.gl.ch/public-newsroom/details.html/31/news/12560,FK,FK
CH,CH-NE,2020-02-28,,ban on all events with more than 1000 persons (following federal decision),cantonal,mass_gatherings,ban of events / mass gatherings of > 1000 persons,https://www.ne.ch/medias/Pages/20200228-coronavirus-covid19-point-presse.aspx,JB,FK
CH,CH-NE,2020-02-29,,Basketball match Union Neuchâtel – BBC Nyon maintained,cantonal,other,,https://www.ne.ch/medias/Pages/20200228_UnionNeuchatel.aspx,JB,FK
CH,CH-NE,2020-02-28,,Compulsory skiing trips in schools maintained,cantonal,other,,https://www.ne.ch/medias/Pages/20200228-coronavirus-covid19-DEF.aspx,JB,FK
CH,CH-NE,2020-02-28,,School trips to Northern Italy canceled,cantonal,other,,https://www.ne.ch/medias/Pages/20200228-coronavirus-covid19-DEF.aspx,SB/JB,FK
CH,CH-NE,2020-03-02,,Cancelled school trips and ski camps,cantonal,other,,https://www.ne.ch/medias/Pages/200302-covid-19.aspx,SB/JB,FK
CH,CH-NE,2020-02-26,,Réseau hospitalier neuchâtelois puts in place separated facilities to receive COVID19 patients in hospitals (date approximate),cantonal,case_management,,https://www.ne.ch/medias/Pages/200302-covid-19.aspx,JB,FK
CH,CH-NE,2020-03-04,,COVID19 hotline opened,cantonal,recommendations,,https://www.ne.ch/medias/Pages/20200304-covid19-adaptation-dispositif-cantonal.aspx,JB,FK
CH,CH-NE,2020-03-04,,Prohibition of events with more than 500 participants,cantonal,mass_gatherings,ban of events / mass gatherings of > 500 persons,https://www.ne.ch/medias/Pages/20200304-covid19-adaptation-dispositif-cantonal.aspx,JB,FK
CH,CH-NE,2020-03-04,,All school trips and ski camps canceled,cantonal,other,,https://www.ne.ch/medias/Pages/20200304-covid19-adaptation-dispositif-cantonal.aspx,JB,FK
CH,CH-NE,2020-03-04,,Care and healthcare facilities asked to avoid larger gatherings and stop or reduce visits,cantonal,recommendations,,https://www.ne.ch/medias/Pages/20200304-covid19-adaptation-dispositif-cantonal.aspx,JB,FK
